hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
891f18b0eafffff,2.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,1
891f18b1187ffff,2.4,3.1,2.4,2.2,2.8,3.3,3.5,4.0,2.4,2.4,10
891f18b1c97ffff,1.3,3.3,3.7,1.0,1.3,4.7,4.0,5.0,2.3,5.0,3
891f18b1cc7ffff,2.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,5.0,1
891f18b2043ffff,2.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,1
891f18b2047ffff,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,1
891f18b204fffff,3.2,2.0,3.2,1.5,2.2,4.0,1.5,3.2,2.0,4.2,4
891f18b2053ffff,5.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1
891f18b2057ffff,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
891f18b2063ffff,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,1
891f18b206bffff,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1
891f18b2083ffff,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,1
891f18b208bffff,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1
891f18b2093ffff,2.5,3.5,1.0,1.0,3.0,1.0,1.0,5.0,2.0,3.5,2
891f18b20cbffff,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1
891f18b20cfffff,1.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,1
891f18b2107ffff,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1
891f18b210bffff,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1
891f18b2123ffff,2.0,3.0,1.0,2.0,3.5,2.5,2.5,2.5,3.5,3.0,2
891f18b2127ffff,1.5,4.0,1.0,1.0,2.0,3.5,3.5,3.5,1.0,1.5,2
891f18b212fffff,2.5,3.2,1.5,2.0,2.7,3.2,2.9,3.6,1.0,2.8,13
891f18b2133ffff,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,1
891f18b2137ffff,2.4,2.8,1.6,2.4,2.4,3.2,3.4,4.4,1.6,2.0,5
891f18b214fffff,2.6,4.4,1.9,1.1,2.2,4.9,5.0,5.0,1.0,3.1,9
891f18b2163ffff,2.5,4.0,2.0,2.0,2.0,1.5,3.0,3.0,4.5,1.5,2
891f18b2167ffff,1.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,1
891f18b216bffff,2.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,1
891f18b217bffff,4.4,3.5,2.5,3.2,2.4,4.0,3.9,4.1,2.1,1.5,8
891f18b2183ffff,1.0,3.8,2.8,1.0,3.8,4.2,3.5,4.5,1.5,3.2,4
891f18b2187ffff,2.0,3.7,1.7,1.0,3.0,3.7,4.0,4.7,2.3,3.7,3
891f18b218bffff,1.5,4.2,1.0,1.0,3.0,4.5,5.0,5.0,1.8,3.2,4
891f18b218fffff,1.6,2.9,3.3,1.0,1.7,3.3,2.7,3.9,2.0,2.7,7
891f18b2197ffff,1.0,5.0,1.0,1.0,4.5,3.5,3.0,5.0,1.0,1.0,2
891f18b21a3ffff,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1
891f18b21abffff,3.0,3.0,2.2,2.5,2.5,3.8,3.2,4.0,2.5,2.5,4
891f18b21afffff,3.7,2.5,1.2,3.5,2.2,2.7,4.7,4.8,3.2,2.7,6
891f18b21bbffff,3.0,2.0,1.3,1.0,2.0,2.3,2.0,4.3,2.7,1.7,3
891f18b21c3ffff,4.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,1
891f18b21c7ffff,3.2,3.2,2.0,1.8,3.0,4.2,4.0,4.4,1.6,3.2,5
891f18b21cfffff,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,1
891f18b2207ffff,4.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1
891f18b220bffff,3.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,1
891f18b2213ffff,2.0,4.0,1.0,2.0,2.0,5.0,4.0,5.0,1.0,3.0,1
891f18b2217ffff,2.0,4.0,1.0,3.0,2.0,5.0,4.0,5.0,1.0,2.5,2
891f18b221bffff,2.3,4.0,2.0,2.0,3.3,4.0,4.0,5.0,1.0,4.0,3
891f18b224fffff,3.2,3.8,2.0,1.5,2.8,5.0,4.2,5.0,1.0,5.0,4
891f18b2287ffff,2.5,3.4,2.0,1.5,2.6,4.4,3.8,4.8,1.4,3.8,10
891f18b228bffff,2.2,3.8,2.2,2.2,2.2,4.5,2.8,5.0,1.8,4.0,4
891f18b2297ffff,1.0,4.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,1
891f18b22c7ffff,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,5.0,1
891f18b22d7ffff,5.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,1
891f18b2403ffff,1.4,4.0,1.7,1.6,3.1,3.7,2.8,4.7,1.8,3.0,9
891f18b2407ffff,1.0,4.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,2
891f18b240bffff,2.6,3.4,1.0,1.0,2.3,3.7,2.5,5.0,1.1,2.0,10
891f18b2413ffff,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1
891f18b2417ffff,2.2,2.7,2.5,1.2,2.7,3.2,2.8,5.0,1.0,2.8,6
891f18b241bffff,3.0,4.0,1.5,1.5,3.5,3.0,3.0,4.0,3.5,1.0,2
891f18b2427ffff,2.9,3.4,2.6,2.0,3.0,4.1,4.2,4.9,2.0,3.8,8
891f18b242bffff,4.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,1
891f18b242fffff,2.5,4.1,1.4,1.3,3.3,4.4,4.0,4.8,2.1,3.7,19
891f18b2433ffff,4.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,1
891f18b2437ffff,1.8,3.8,1.0,1.2,3.0,3.8,4.2,4.5,1.8,1.2,4
891f18b243bffff,2.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1
891f18b2447ffff,4.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,1
891f18b244bffff,3.0,4.5,1.0,1.0,2.8,3.8,3.8,3.8,3.5,2.5,4
891f18b244fffff,2.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1
891f18b2453ffff,1.5,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2
891f18b2457ffff,1.6,3.0,1.0,1.4,3.0,3.8,3.4,4.4,2.0,2.4,5
891f18b2463ffff,1.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,1.0,1
891f18b2483ffff,1.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,1
891f18b248bffff,3.0,3.0,2.0,1.5,3.0,3.0,3.5,5.0,1.5,3.0,2
891f18b2493ffff,2.5,3.5,1.0,1.0,2.5,1.5,2.0,4.5,3.0,1.0,2
891f18b2497ffff,2.0,3.5,1.5,1.5,2.5,2.0,1.5,3.5,3.5,2.0,2
891f18b249bffff,1.5,4.0,1.0,1.5,3.5,2.5,3.5,4.0,1.5,2.0,2
891f18b24a3ffff,2.0,4.0,1.0,2.0,3.0,3.0,2.5,4.5,2.0,1.5,2
891f18b24a7ffff,3.5,3.5,1.0,2.0,2.5,2.5,2.0,3.5,3.0,2.5,2
891f18b24afffff,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1
891f18b24b3ffff,3.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,1
891f18b24b7ffff,2.3,3.6,1.8,1.8,2.6,3.4,2.6,4.3,1.4,2.5,20
891f18b24bbffff,2.0,3.5,1.0,3.0,3.5,2.5,3.0,3.5,2.5,2.5,2
891f18b24c7ffff,3.0,3.0,2.2,1.0,2.2,3.8,2.8,4.8,1.2,3.2,5
891f18b24cbffff,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1
891f18b24cfffff,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1
891f18b24d7ffff,2.5,2.8,2.8,2.2,2.8,3.0,3.8,3.8,1.2,2.0,4
891f18b24dbffff,5.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,1
891f18b2503ffff,2.7,3.3,1.0,1.7,2.7,4.0,4.0,5.0,1.0,2.7,3
891f18b2507ffff,1.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,1.0,1.0,1
891f18b250bffff,4.0,2.5,1.5,2.5,3.0,1.0,1.0,3.5,3.5,1.0,2
891f18b250fffff,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1
891f18b2517ffff,1.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,1
891f18b2523ffff,2.5,3.2,2.2,1.6,2.5,3.5,3.0,4.5,1.7,2.3,12
891f18b2527ffff,1.0,4.5,1.0,1.0,3.0,3.0,2.5,4.5,1.0,3.5,2
891f18b252bffff,2.0,3.5,2.5,2.0,3.5,3.0,4.0,4.5,1.0,3.0,2
891f18b252fffff,1.0,4.0,2.3,1.0,3.0,4.3,3.3,5.0,2.0,2.0,3
891f18b2533ffff,1.8,3.2,2.0,1.2,3.2,4.0,3.5,4.8,1.2,3.5,4
891f18b253bffff,1.0,4.0,2.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,1
891f18b2547ffff,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,1
891f18b254bffff,3.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,1
891f18b255bffff,4.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,1
891f18b256fffff,1.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,1
891f18b2587ffff,1.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1
891f18b258bffff,1.7,2.8,2.8,1.2,1.8,3.7,2.0,5.0,1.3,3.7,6
891f18b259bffff,2.5,3.3,1.3,1.5,2.2,3.2,3.5,5.0,1.5,2.2,6
891f18b25a3ffff,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,1
891f18b25abffff,2.0,3.5,2.0,2.0,3.0,4.0,3.5,4.5,2.5,3.5,2
891f18b25afffff,1.0,3.5,1.0,1.0,2.5,4.5,4.0,4.5,1.0,3.0,2
891f18b25b3ffff,2.0,3.5,1.0,1.5,3.0,1.5,3.5,3.0,2.0,1.5,2
891f18b25b7ffff,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.5,2.5,1.5,2
891f18b25c7ffff,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,4.0,1
891f18b25cbffff,2.0,2.9,1.1,1.1,2.0,3.5,2.5,5.0,1.0,3.2,7
891f18b25cfffff,1.5,4.0,1.0,1.0,3.5,4.5,4.0,4.5,2.0,2.5,2
891f18b2607ffff,2.9,2.8,1.8,1.3,2.2,1.9,2.2,3.7,2.3,2.3,12
891f18b2633ffff,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,1
891f18b263bffff,2.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,1
891f18b264bffff,3.0,4.0,1.0,2.0,3.0,3.5,3.0,4.5,2.5,3.0,2
891f18b265bffff,2.5,3.8,1.0,1.2,3.2,4.2,3.5,4.2,1.8,4.0,4
891f18b266bffff,1.0,3.0,1.0,1.0,3.2,4.6,4.0,5.0,1.0,2.6,5
891f18b2683ffff,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,1
891f18b268fffff,2.0,3.7,1.0,1.0,3.0,2.7,5.0,5.0,1.0,2.0,3
891f18b2693ffff,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1
891f18b2697ffff,2.2,3.6,1.3,1.3,2.8,3.9,3.5,4.6,2.2,2.1,13
891f18b26abffff,2.8,3.2,2.2,1.8,2.8,2.8,3.5,4.2,2.0,2.0,4
891f18b26bbffff,2.2,3.3,1.5,1.4,2.6,1.7,2.0,4.2,1.8,1.4,12
891f18b26cfffff,1.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,5.0,1
891f18b2803ffff,2.0,4.3,1.7,2.0,3.3,4.7,3.7,5.0,1.0,3.3,3
891f18b2813ffff,2.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,1
891f18b2943ffff,1.0,3.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,4.0,1
891f18b2947ffff,1.0,5.0,1.0,1.5,3.5,5.0,4.0,5.0,1.5,2.5,2
891f18b294bffff,1.5,3.0,1.5,3.0,3.0,3.0,2.5,5.0,1.0,3.5,2
891f18b294fffff,1.5,3.8,1.5,1.5,2.2,3.5,3.0,5.0,1.5,3.5,4
891f18b2a53ffff,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1
891f18b2a77ffff,1.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,1
891f18b2ac3ffff,2.0,3.3,2.3,2.3,2.7,3.7,3.0,4.0,1.3,4.0,3
891f18b2acbffff,1.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,1
891f18b2acfffff,2.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,1
891f18b2b4fffff,2.0,4.8,1.0,1.0,1.5,4.5,5.0,5.0,1.0,4.0,4
891f18b2c23ffff,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1
891f18b2c33ffff,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1
891f18b2c37ffff,3.7,2.7,2.5,2.4,2.6,3.2,3.4,3.7,1.5,2.8,10
891f18b2c43ffff,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1
891f18b2c53ffff,1.7,3.3,1.0,1.3,2.7,2.3,2.0,4.0,2.0,2.7,3
891f18b2c5bffff,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1
891f18b2c77ffff,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1
891f18b2c8fffff,2.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1
891f18b2e13ffff,4.0,3.0,2.5,1.0,1.0,3.0,2.0,5.0,1.0,1.0,2
891f18b2e6bffff,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1
891f18b2e93ffff,1.6,4.0,1.0,1.2,3.2,4.2,2.8,4.4,1.2,3.6,5
891f18b300bffff,1.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,1
891f18b302bffff,2.0,5.0,1.0,1.0,3.0,,,5.0,1.0,,1
891f18b302fffff,2.0,3.5,1.0,1.0,1.0,,,5.0,1.0,,2
891f18b3043ffff,1.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,1
891f18b3047ffff,1.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1
891f18b304bffff,1.2,4.4,1.0,1.0,3.7,4.4,4.5,5.0,1.0,4.4,11
891f18b3053ffff,1.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,2
891f18b3067ffff,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,1
891f18b3073ffff,2.8,2.8,2.2,1.8,3.5,2.2,2.2,3.5,2.5,2.8,4
891f18b3093ffff,1.7,3.2,3.5,2.7,3.0,1.7,2.3,5.0,1.0,3.3,6
891f18b3097ffff,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,5.0,1
891f18b309bffff,2.5,3.5,1.5,1.0,4.5,3.5,4.5,4.5,1.0,3.0,2
891f18b30bbffff,2.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,4.0,1
891f18b30d7ffff,2.6,2.6,1.4,2.0,2.8,3.4,3.8,4.8,1.8,3.4,5
891f18b3107ffff,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,1
891f18b311bffff,3.5,2.5,3.5,3.5,3.0,2.0,3.5,2.5,3.5,1.0,2
891f18b3127ffff,3.0,2.1,2.8,2.6,1.8,3.1,2.1,4.0,2.0,3.0,12
891f18b31afffff,2.3,3.3,2.3,2.7,3.0,4.0,5.0,4.3,1.0,1.0,3
891f18b31b7ffff,2.0,4.5,1.0,1.0,3.0,3.5,3.5,5.0,2.0,2.0,2
891f18b320bffff,3.2,4.0,1.8,2.2,2.2,4.8,4.2,5.0,1.5,4.0,4
891f18b334fffff,1.5,2.2,4.8,1.7,1.8,2.9,1.9,3.9,1.4,4.0,13
891f18b336bffff,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,1
891f18b3403ffff,2.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,1
891f18b3417ffff,3.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,1
891f18b342fffff,2.7,3.0,1.0,1.0,3.0,2.6,2.1,4.1,1.1,4.1,7
891f18b3433ffff,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1
891f18b3437ffff,2.4,3.2,2.4,2.1,2.6,4.1,3.5,4.2,2.4,3.2,8
891f18b345bffff,1.0,4.0,1.0,1.5,3.0,3.5,3.0,4.0,1.5,2.5,2
891f18b3467ffff,3.0,4.0,1.0,1.0,4.0,1.5,2.5,4.0,3.0,1.0,2
891f18b346fffff,2.0,2.4,3.8,2.6,1.9,3.8,2.9,5.0,1.0,3.4,10
891f18b3483ffff,3.0,3.5,1.0,1.0,3.5,5.0,5.0,5.0,1.0,5.0,2
891f18b3493ffff,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,1
891f18b349bffff,2.3,4.3,1.0,1.0,3.7,4.7,4.7,5.0,1.3,4.0,3
891f18b34a3ffff,2.5,3.0,2.0,1.5,3.0,3.0,2.5,4.5,3.0,3.0,2
891f18b34a7ffff,2.0,3.0,2.5,2.0,2.5,3.5,2.5,3.5,3.5,2.5,2
891f18b34abffff,4.2,3.0,1.8,1.8,2.4,2.4,3.0,4.0,2.8,3.4,5
891f18b34b3ffff,1.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,1
891f18b34b7ffff,2.5,3.2,3.0,2.8,3.2,2.5,2.8,4.0,2.8,2.5,4
891f18b34bbffff,3.0,4.0,2.0,2.5,2.5,3.0,4.0,5.0,3.0,4.0,2
