hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
891f18b2683ffff,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,1
891f18b268fffff,2.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,1
891f18b2693ffff,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1
891f18b26bbffff,2.2,3.0,1.6,1.4,2.5,1.4,1.4,4.1,1.9,1.2,8
891f18b2c43ffff,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1
891f18b2c53ffff,2.0,3.0,1.0,1.5,2.5,2.0,1.5,3.5,2.5,2.0,2
891f18b2c77ffff,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1
891f18b2c8fffff,2.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1
891f18b3047ffff,1.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1
891f18b304bffff,1.3,4.0,1.0,1.0,3.3,3.7,3.3,5.0,1.0,4.3,3
891f18b3053ffff,1.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,1
891f18b3067ffff,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,1
891f18b3073ffff,3.0,2.3,2.7,2.0,3.3,1.7,2.3,3.3,2.7,2.0,3
891f18b3093ffff,2.0,4.0,1.0,1.0,5.0,3.0,4.0,5.0,1.0,5.0,1
891f18b30d7ffff,2.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,1
891f18b3107ffff,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,1
891f18b336bffff,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,1
891f18b342fffff,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,1
891f18b3433ffff,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1
891f18b3437ffff,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1
891f18b345bffff,1.0,4.0,1.0,1.5,3.0,3.5,3.0,4.0,1.5,2.5,2
891f18b3467ffff,3.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,1
891f18b34a3ffff,2.5,3.0,2.0,1.5,3.0,3.0,2.5,4.5,3.0,3.0,2
891f18b34a7ffff,2.0,3.0,2.5,2.0,2.5,3.5,2.5,3.5,3.5,2.5,2
891f18b34abffff,4.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1
891f18b34b3ffff,1.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,1
891f18b34b7ffff,2.5,3.2,3.0,2.8,3.2,2.5,2.8,4.0,2.8,2.5,4
891f18b34bbffff,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1
891f18b34c3ffff,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1
891f18b350bffff,1.0,4.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,1
891f18b350fffff,2.5,4.0,1.0,1.5,3.5,1.5,1.5,4.5,1.5,2.0,2
891f18b354bffff,1.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,4.0,1
891f18b3573ffff,2.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,1.0,5.0,1
891f18b358bffff,1.0,4.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,1
891f18b359bffff,2.0,3.5,1.0,1.0,3.0,3.0,3.0,4.5,1.0,4.0,2
891f18b35a7ffff,2.0,4.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,5.0,1
891f18b35b7ffff,1.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,1
891f18b35dbffff,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,1
891f18b554fffff,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,1
891f18b7123ffff,3.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,1
891f18b712fffff,3.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,1
891f18b7177ffff,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1
891f18b71a7ffff,2.7,4.0,1.0,1.3,3.0,4.0,3.7,4.7,1.7,4.3,3
891f18b72d3ffff,2.0,4.5,1.5,1.0,3.5,4.0,4.0,5.0,1.5,2.5,2
891f18b749bffff,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1
891f18b74cfffff,2.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,1
891f18b7643ffff,5.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,3.0,3.0,1
891f18b76cbffff,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1
891f1d4114bffff,5.0,3.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,1
891f1d41207ffff,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1
891f1d41293ffff,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1
891f1d4130fffff,4.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,1
891f1d4162bffff,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1
891f1d41977ffff,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,1
891f1d41b77ffff,3.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,1
891f1d41e2bffff,2.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,1
891f1d4802fffff,3.0,4.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,1
891f1d480c3ffff,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,1
891f1d480dbffff,3.0,3.0,1.7,2.3,3.0,1.3,1.3,3.7,2.0,1.3,3
891f1d4812fffff,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,1
891f1d48187ffff,2.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,4.0,1
891f1d481abffff,4.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1
891f1d481b7ffff,1.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,1
891f1d48217ffff,1.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1
891f1d4822bffff,3.5,2.5,2.5,1.5,4.0,4.0,3.5,4.5,1.0,3.5,2
891f1d4822fffff,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,1
891f1d48233ffff,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,1
891f1d48243ffff,1.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,1
891f1d48257ffff,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,1
891f1d48303ffff,2.0,4.0,1.0,1.0,3.5,4.0,3.0,4.5,2.5,3.5,2
891f1d48307ffff,1.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,1
891f1d4830fffff,4.0,4.0,1.0,1.0,1.5,1.0,1.0,4.0,2.0,1.0,2
891f1d48313ffff,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,1
891f1d4831bffff,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1
891f1d48327ffff,2.0,2.0,2.5,2.5,3.0,2.5,2.0,5.0,1.0,3.5,2
891f1d48333ffff,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1
891f1d48337ffff,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1
891f1d4834bffff,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1
891f1d4834fffff,5.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,1
891f1d48363ffff,2.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,1
891f1d48367ffff,4.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,1
891f1d4836bffff,2.0,4.7,1.7,1.0,3.0,3.0,2.3,4.3,2.3,3.0,3
891f1d4837bffff,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1
891f1d483cbffff,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1
891f1d4864fffff,2.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,1
891f1d4869bffff,3.0,4.5,1.0,2.5,3.5,1.5,4.0,4.0,1.0,2.0,2
891f1d486b7ffff,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,1
891f1d48803ffff,2.2,4.0,1.0,1.8,2.0,4.0,3.8,4.5,2.0,1.5,4
891f1d48807ffff,1.0,5.0,1.0,1.0,5.0,4.0,2.5,5.0,2.0,5.0,2
891f1d48813ffff,2.6,3.1,1.4,1.6,2.3,1.7,1.8,3.6,2.8,1.8,9
891f1d48817ffff,3.0,2.5,1.5,2.0,3.0,2.0,3.5,2.5,2.0,2.0,2
891f1d48823ffff,3.3,3.0,1.7,2.2,2.3,2.0,1.5,4.0,2.3,1.2,6
891f1d4882fffff,2.2,3.8,1.0,1.0,3.2,2.5,3.2,3.8,3.2,1.5,4
891f1d4883bffff,2.0,4.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,1
891f1d48867ffff,1.0,5.0,1.0,1.0,3.5,3.0,3.5,4.5,3.0,2.5,2
891f1d488abffff,2.0,3.0,1.7,1.3,2.7,2.7,4.0,4.7,1.3,2.7,3
891f1d488afffff,1.5,4.5,2.0,1.5,3.0,2.5,2.5,5.0,2.0,2.0,2
891f1d488b7ffff,2.2,3.2,1.0,1.0,3.8,2.0,2.2,3.5,2.8,1.5,4
891f1d488bbffff,3.0,3.0,2.0,2.0,3.5,1.8,4.0,2.5,2.5,2.0,4
891f1d488c3ffff,2.5,4.5,1.5,1.0,4.0,2.5,3.0,3.5,3.0,3.0,2
891f1d488cbffff,2.0,4.0,1.0,1.5,4.0,2.5,3.0,3.5,2.5,2.5,2
891f1d48903ffff,3.0,3.0,2.7,2.0,2.7,1.7,2.0,4.3,1.7,1.3,3
891f1d48917ffff,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1
891f1d48943ffff,1.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,3.0,1
891f1d48947ffff,4.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,1
891f1d4894bffff,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1
891f1d4894fffff,2.0,3.2,1.5,1.5,3.5,3.8,3.8,4.5,2.2,1.5,4
891f1d48953ffff,1.0,5.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,1
891f1d48957ffff,3.0,3.5,1.0,1.5,2.0,2.0,3.0,4.0,3.5,2.0,2
891f1d4896bffff,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,1
891f1d48973ffff,3.8,3.0,2.2,2.0,2.4,2.0,2.0,3.6,4.0,1.0,5
891f1d48977ffff,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,1
891f1d48983ffff,1.5,4.0,3.0,1.5,3.5,3.5,4.5,4.5,1.0,3.5,2
891f1d4898bffff,2.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0,1
891f1d4898fffff,2.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,1
891f1d4899bffff,2.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,1.0,4.0,1
891f1d489a3ffff,3.5,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.5,2
891f1d489b3ffff,1.0,3.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,1
891f1d489cbffff,1.5,4.0,2.0,1.5,2.0,3.5,3.5,5.0,2.5,4.5,2
891f1d489d3ffff,3.7,4.0,3.3,2.3,4.3,3.7,4.3,4.3,1.7,2.0,3
891f1d489dbffff,3.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,2.0,1
891f1d48a27ffff,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,1
891f1d48a2fffff,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1
891f1d48a47ffff,2.2,2.8,2.0,1.8,3.0,2.8,3.0,3.5,3.0,2.0,4
891f1d48a53ffff,2.0,3.5,2.5,2.0,3.0,4.5,3.5,4.0,2.0,3.0,2
891f1d48a63ffff,2.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1
891f1d48a73ffff,2.0,3.5,1.0,1.0,4.5,1.5,3.0,4.5,2.0,1.5,2
891f1d48a77ffff,1.0,4.5,1.0,1.0,4.0,2.5,3.0,5.0,2.5,2.5,2
891f1d48aa3ffff,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1
891f1d48ac7ffff,1.3,3.7,1.3,1.0,3.7,3.0,3.7,4.7,2.0,3.7,3
891f1d48acbffff,1.5,4.0,1.0,1.5,4.0,3.5,4.0,4.5,2.0,3.0,2
891f1d48ad7ffff,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,1
891f1d48adbffff,4.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1
891f1d48b03ffff,2.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1
891f1d48b13ffff,4.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1
891f1d48b23ffff,2.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1
891f1d48b2fffff,2.7,3.3,1.7,2.0,3.3,2.0,2.0,3.7,3.0,2.0,3
891f1d48b4bffff,2.5,3.0,1.5,1.5,2.0,2.0,2.0,3.5,2.5,2.0,2
891f1d48b53ffff,1.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,3.0,1
891f1d48b5bffff,1.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,1.0,3.0,1
891f1d48b7bffff,2.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,1
891f1d48b8bffff,3.5,3.0,1.5,2.0,2.5,1.0,1.0,2.0,4.5,1.0,2
891f1d48b8fffff,2.5,3.0,1.5,1.5,3.0,2.5,2.5,3.5,2.5,1.5,2
891f1d48b93ffff,2.8,4.0,1.4,1.6,3.2,2.4,3.0,4.6,2.6,1.0,5
891f1d48b97ffff,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,1
891f1d48bafffff,4.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,1
891f1d48bb7ffff,4.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,1
891f1d48bc3ffff,2.0,4.0,1.0,1.0,4.0,1.5,2.0,4.5,4.5,1.0,2
891f1d48bc7ffff,1.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,1
891f1d48bcfffff,2.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0,1
891f1d48bdbffff,2.6,3.0,2.4,1.9,3.0,1.4,2.1,4.1,3.4,1.4,7
891f1d48c17ffff,4.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,1
891f1d48c27ffff,3.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,1
891f1d48c33ffff,4.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1
891f1d48c37ffff,3.0,3.5,1.0,1.0,4.0,2.0,2.0,3.5,2.5,1.0,2
891f1d48c43ffff,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1
891f1d48c77ffff,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1
891f1d48c83ffff,4.0,5.0,1.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,1
891f1d48c87ffff,1.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,1
891f1d48c8fffff,2.0,4.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,1
891f1d48c97ffff,3.0,3.5,2.5,1.5,3.5,2.0,3.5,3.5,2.5,1.5,2
891f1d48c9bffff,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1
891f1d48cafffff,4.0,5.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,1
891f1d48cc7ffff,3.8,3.0,2.0,2.0,2.8,2.5,3.0,3.5,3.2,2.8,4
891f1d48cd3ffff,1.0,3.0,4.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,1
891f1d48cd7ffff,2.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,1
891f1d48cdbffff,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1
891f1d48d07ffff,4.0,5.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,1
891f1d48d0bffff,2.5,3.5,1.0,1.0,3.5,4.0,4.0,4.5,2.5,2.0,2
891f1d48d0fffff,2.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1
891f1d48d13ffff,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1
891f1d48d23ffff,3.5,2.5,1.5,1.0,2.5,3.0,2.5,4.5,2.5,3.5,2
891f1d48d27ffff,2.3,3.2,1.2,1.0,3.2,3.7,3.8,4.8,3.7,2.3,6
891f1d48d33ffff,1.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0,1
891f1d48d4fffff,2.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,1
891f1d48d63ffff,3.5,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2
891f1d48d67ffff,4.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1
891f1d48d6bffff,1.0,4.0,2.0,1.0,5.0,3.0,3.0,5.0,3.0,2.0,1
891f1d48d6fffff,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,1
891f1d48d77ffff,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1
891f1d48d7bffff,3.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1
891f1d48d83ffff,3.7,2.3,1.0,1.7,3.3,2.3,2.3,3.3,4.0,2.3,3
891f1d48d87ffff,2.8,2.8,2.2,2.0,2.2,1.2,2.0,2.8,3.2,1.8,4
891f1d48d97ffff,4.0,3.0,2.5,1.0,4.0,3.5,1.5,4.0,1.5,3.5,2
891f1d48d9bffff,1.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,1
891f1d48da3ffff,1.5,3.5,3.0,1.0,3.5,4.0,4.5,5.0,1.5,4.0,2
891f1d48da7ffff,2.5,4.0,1.5,1.0,4.5,4.5,4.5,4.5,1.5,4.5,2
