hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
881f1d4187fffff,2.2,3.2,1.0,1.6,3.0,3.6,3.4,4.0,1.4,3.2,5
881f1d4193fffff,2.0,3.2,1.0,1.8,2.0,4.8,3.2,5.0,1.2,3.5,4
881f1d41b9fffff,2.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,1
881f1d480dfffff,3.2,2.2,2.0,2.0,3.5,2.8,1.8,5.0,1.5,3.0,4
881f1d4813fffff,3.5,3.0,2.5,2.5,1.5,4.5,3.0,4.5,1.5,3.5,2
881f1d4817fffff,2.5,4.0,1.8,2.0,2.5,3.2,3.2,3.8,3.0,2.0,4
881f1d4823fffff,2.4,3.2,2.6,2.2,3.0,3.7,3.9,4.9,1.6,3.1,9
881f1d4825fffff,1.3,3.4,1.6,1.1,1.8,3.9,2.5,4.8,1.0,3.9,12
881f1d4827fffff,2.3,3.2,1.7,2.1,3.0,4.8,4.3,4.6,1.2,4.1,10
881f1d4831fffff,1.5,4.0,3.0,1.0,3.0,4.5,4.5,5.0,1.0,2.5,2
881f1d4833fffff,2.1,3.8,1.4,1.2,3.4,4.0,3.6,4.9,1.4,3.5,8
881f1d4835fffff,2.1,3.4,1.6,1.5,3.0,3.1,2.8,5.0,1.2,2.5,14
881f1d4837fffff,1.7,3.9,1.1,1.0,3.2,4.3,3.8,4.9,1.1,3.2,31
881f1d4839fffff,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1
881f1d483dfffff,1.7,4.2,1.0,1.2,3.2,4.7,4.5,5.0,1.0,3.7,6
881f1d4845fffff,2.8,3.2,1.2,1.0,3.0,4.2,4.8,5.0,1.2,4.0,4
881f1d484dfffff,3.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,1
881f1d4881fffff,2.8,3.5,1.5,1.4,3.1,2.9,2.9,4.7,1.9,2.5,39
881f1d4883fffff,2.0,3.8,1.4,1.2,3.7,3.5,3.3,4.9,1.4,2.8,16
881f1d4885fffff,2.8,3.2,1.7,1.5,2.2,3.6,2.8,4.9,1.3,2.3,15
881f1d4889fffff,2.2,4.2,1.0,1.2,2.8,4.0,3.8,5.0,1.8,4.2,4
881f1d488bfffff,2.2,3.0,1.6,1.6,2.8,2.9,3.1,4.7,2.1,2.1,39
881f1d4891fffff,2.3,3.4,1.5,1.3,3.0,2.5,3.5,4.7,2.3,1.3,11
881f1d4893fffff,3.7,3.0,2.3,1.0,1.0,3.7,3.7,4.3,1.7,2.7,3
881f1d4895fffff,3.0,2.8,2.0,1.9,3.0,3.4,3.5,4.3,2.1,2.2,24
881f1d4897fffff,2.8,3.1,1.9,2.1,3.2,3.2,2.2,4.8,1.2,2.0,12
881f1d4899fffff,2.4,3.4,1.2,1.4,2.8,3.2,2.9,4.9,1.3,2.5,14
881f1d489bfffff,2.0,3.7,2.0,2.3,1.8,4.7,4.2,5.0,1.3,3.5,6
881f1d489dfffff,2.8,3.3,2.0,1.8,2.7,3.6,4.0,4.8,2.3,3.5,20
881f1d48a1fffff,2.8,3.6,1.4,2.2,3.0,4.2,3.8,4.8,1.6,3.0,5
881f1d48a3fffff,2.5,3.3,1.5,1.5,2.8,3.5,3.3,4.8,1.5,3.2,22
881f1d48a5fffff,1.8,3.0,1.6,1.1,3.6,4.1,4.0,4.9,1.3,2.9,22
881f1d48a7fffff,2.4,3.2,2.1,1.9,3.1,3.3,2.9,4.7,1.0,1.5,15
881f1d48a9fffff,1.0,4.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,1
881f1d48abfffff,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1
881f1d48adfffff,3.5,3.0,2.0,2.0,3.0,3.5,3.5,4.5,2.0,2.5,2
881f1d48b1fffff,2.3,3.2,2.0,2.2,2.5,2.8,2.7,4.8,2.7,2.2,6
881f1d48b3fffff,1.0,3.6,1.1,1.1,2.9,4.1,3.4,4.9,1.1,2.6,14
881f1d48b5fffff,3.8,3.6,1.4,1.4,3.2,1.2,1.6,5.0,2.4,2.4,5
881f1d48b7fffff,2.0,3.3,1.7,1.0,1.9,3.7,3.6,4.9,1.1,2.4,9
881f1d48b9fffff,2.6,3.0,1.4,1.0,3.0,2.5,2.6,5.0,1.6,1.4,9
881f1d48bbfffff,1.8,2.4,1.2,1.0,2.2,2.8,2.8,4.8,1.6,1.4,5
881f1d48bdfffff,5.0,1.5,1.0,2.5,2.0,1.0,2.0,4.5,3.5,3.0,2
881f1d48c1fffff,1.9,3.5,2.0,1.9,2.2,4.4,3.2,5.0,1.4,3.0,21
881f1d48c3fffff,3.3,3.0,1.7,1.0,3.3,2.7,3.0,5.0,1.0,3.0,3
881f1d48c5fffff,2.7,3.2,1.4,2.0,2.7,4.9,4.6,4.9,1.0,3.7,9
881f1d48c7fffff,2.6,3.2,2.7,2.6,1.9,4.5,4.4,4.6,1.1,3.8,12
881f1d48c9fffff,2.2,3.5,1.6,1.1,3.1,3.4,3.5,4.8,1.3,2.7,11
881f1d48cbfffff,2.2,4.7,1.1,1.0,3.0,4.6,3.9,4.9,1.4,3.8,15
881f1d48cdfffff,2.7,3.2,1.6,1.5,2.7,2.2,2.4,4.5,1.4,2.2,30
881f1d48d1fffff,2.7,3.1,1.8,1.0,2.4,3.9,1.9,5.0,1.1,2.4,14
881f1d48d3fffff,2.0,3.8,1.4,1.2,3.5,4.1,3.5,4.8,1.4,3.5,12
881f1d48d7fffff,2.2,3.3,2.6,1.5,2.6,3.9,3.2,4.7,1.1,2.4,49
881f1d48d9fffff,2.4,3.8,2.1,1.8,2.9,3.9,3.4,4.5,3.5,2.8,8
881f1d48dbfffff,2.7,3.6,1.9,1.8,3.2,2.9,3.4,4.7,1.4,2.7,13
881f1d48ddfffff,1.5,4.2,1.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,4
881f1d48e1fffff,2.2,3.4,1.8,1.4,2.4,4.5,3.8,5.0,1.1,3.5,13
881f1d48e3fffff,2.5,3.8,1.8,1.4,3.0,3.4,2.9,5.0,1.5,2.6,8
881f1d48e5fffff,2.4,3.3,1.8,1.7,3.5,2.9,2.7,4.6,1.9,2.2,19
881f1d48e7fffff,2.4,3.1,2.0,1.4,2.8,3.4,3.1,4.6,1.2,3.5,8
881f1d48e9fffff,2.5,3.2,2.7,1.5,2.6,4.1,3.3,4.4,1.3,2.5,11
881f1d48ebfffff,2.7,2.6,1.9,1.8,2.4,2.9,2.3,4.5,1.5,2.3,15
881f1d48edfffff,2.3,3.7,1.7,1.7,2.9,4.3,4.1,4.9,1.1,3.1,15
881f1d4909fffff,3.7,2.7,1.3,2.8,2.8,4.7,2.7,5.0,1.2,4.5,6
881f1d4919fffff,2.0,3.9,1.1,1.0,3.0,4.9,3.2,5.0,1.0,4.0,8
881f1d4945fffff,2.2,3.7,1.4,1.7,2.3,4.5,3.0,4.3,1.0,2.8,11
881f1d4953fffff,2.7,3.0,2.0,1.0,3.0,4.3,5.0,5.0,2.0,4.7,3
881f1d4983fffff,1.8,3.7,1.5,1.8,3.5,4.3,3.8,4.9,1.0,3.2,13
881f1d4985fffff,2.0,4.0,1.0,1.0,3.5,3.5,3.0,4.5,1.0,4.0,2
881f1d498bfffff,2.4,3.4,1.2,1.6,3.2,2.8,2.6,4.8,1.6,1.6,5
881f1d4991fffff,1.7,3.6,1.9,1.1,3.0,3.9,3.3,5.0,1.0,3.7,7
881f1d4993fffff,3.0,3.0,1.7,1.7,2.3,2.3,1.7,4.7,1.3,2.3,3
881f1d4995fffff,2.6,3.6,2.7,2.4,2.6,4.1,4.0,4.3,1.4,2.4,11
881f1d4997fffff,2.2,3.6,1.2,1.6,2.6,3.8,3.3,5.0,1.2,2.4,20
881f1d4999fffff,1.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1
881f1d499bfffff,1.9,4.0,1.4,1.1,3.1,3.9,3.8,4.9,1.5,3.7,12
881f1d499dfffff,2.1,3.4,1.0,1.3,3.4,4.2,2.9,5.0,1.0,2.9,14
881f1d49a3fffff,2.6,2.7,2.9,2.3,2.9,4.3,3.7,4.4,1.0,5.0,7
881f1d49a7fffff,2.3,3.7,1.0,1.0,3.0,3.7,4.0,4.7,2.3,5.0,3
881f1d49b1fffff,1.8,3.6,1.1,1.2,3.1,3.9,3.8,5.0,1.0,3.9,29
881f1d49b3fffff,2.5,3.8,1.0,1.2,3.2,4.2,3.5,4.2,1.8,4.0,4
881f1d49b5fffff,3.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,1
881f1d49b7fffff,3.5,3.0,1.0,1.0,2.5,2.0,3.0,5.0,1.0,1.0,2
881f1d49b9fffff,1.6,3.8,1.4,1.2,2.9,3.9,3.0,4.9,1.0,3.5,14
881f1d49bbfffff,2.0,3.4,1.7,1.5,3.0,4.1,3.4,5.0,1.0,3.8,27
881f1d49bdfffff,2.7,2.3,2.0,2.3,2.0,2.3,2.3,4.3,2.0,3.0,3
881f1d49c1fffff,2.3,2.8,2.0,1.7,2.3,3.3,2.3,5.0,1.3,2.8,6
881f1d49c3fffff,3.0,2.6,2.3,1.8,2.5,3.3,2.5,4.7,1.2,2.6,12
881f1d49c7fffff,2.0,3.5,1.0,1.0,2.5,4.0,2.0,5.0,1.0,2.0,2
881f1d49c9fffff,2.5,3.5,1.0,1.5,3.5,4.0,3.5,5.0,1.5,3.0,2
881f1d49cbfffff,1.5,3.8,2.0,1.2,3.2,4.5,4.2,4.5,1.0,3.0,4
881f1d49d1fffff,2.5,3.0,1.7,1.7,2.8,3.5,3.3,4.5,2.5,1.7,6
881f1d49d3fffff,2.5,3.2,2.1,2.1,2.5,3.1,2.8,3.9,3.1,2.6,8
881f1d49d5fffff,1.6,3.9,2.1,1.4,3.4,4.1,3.8,4.9,2.4,2.1,10
881f1d49d7fffff,2.8,3.3,2.1,1.6,2.4,3.6,3.1,4.6,1.4,2.2,36
881f1d49d9fffff,2.3,3.1,1.0,1.2,2.4,4.1,3.4,4.9,1.3,2.2,21
881f1d49dbfffff,2.5,3.8,1.5,1.2,3.4,3.0,3.5,4.9,2.0,2.5,11
881f1d49ddfffff,2.4,3.5,1.5,1.5,3.3,3.9,3.2,4.5,1.5,3.1,11
881f1d4a03fffff,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1
881f1d4a11fffff,1.2,4.0,1.0,1.0,2.8,4.4,1.8,5.0,1.6,2.6,5
881f1d4a15fffff,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1
881f1d4a19fffff,1.7,3.3,1.5,1.2,2.8,3.5,3.3,5.0,1.0,3.3,6
881f1d4a1dfffff,1.7,3.7,1.3,1.1,3.5,4.1,3.6,5.0,1.1,2.9,31
881f1d4a27fffff,4.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1
881f1d4a3dfffff,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1
881f1d4a61fffff,1.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1
881f1d4a69fffff,2.0,3.2,2.2,2.2,3.2,4.5,4.2,4.8,1.5,5.0,4
881f1d4a83fffff,1.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,1
881f1d4a89fffff,2.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,1
881f1d4a8dfffff,3.0,2.7,2.3,1.3,2.0,2.3,2.0,5.0,1.0,3.0,3
881f1d4a93fffff,2.1,3.4,2.4,1.2,3.0,4.8,3.7,4.6,1.2,3.3,9
881f1d4a97fffff,1.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,2
881f1d4aa9fffff,1.0,3.3,1.3,1.3,2.7,3.0,3.0,5.0,2.0,2.0,3
881f1d4aabfffff,4.0,2.5,1.5,2.0,1.0,4.0,3.0,4.5,1.5,5.0,2
881f1d4ab1fffff,2.5,3.0,1.0,1.0,3.0,2.0,3.0,5.0,1.5,2.5,2
881f1d4ab3fffff,2.0,3.5,1.2,1.0,2.5,3.5,3.2,4.8,2.5,2.5,4
881f1d4ab5fffff,1.0,4.5,1.0,1.0,3.0,4.5,5.0,5.0,1.0,3.5,2
881f1d4ab7fffff,1.8,3.0,1.6,1.0,1.8,4.0,2.6,5.0,1.2,2.0,5
881f1d4ab9fffff,2.7,1.8,1.0,1.0,1.8,4.0,3.5,5.0,1.0,2.5,6
881f1d4abbfffff,1.8,3.2,2.0,1.0,2.4,3.4,2.8,3.8,1.0,3.4,5
881f1d4ac5fffff,2.0,4.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,1
881f1d4acbfffff,1.1,3.1,1.6,1.3,2.0,4.1,2.6,5.0,1.0,3.6,7
881f1d4acdfffff,3.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1
881f1d4addfffff,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1
881f1d4ae5fffff,2.5,3.5,3.0,1.0,3.0,2.0,2.0,5.0,1.0,2.5,2
881f1d4ae7fffff,2.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0,1
881f1d4b01fffff,2.0,4.0,1.0,1.0,3.0,4.5,2.5,5.0,1.0,4.0,2
881f1d4b07fffff,3.2,3.6,1.0,1.0,3.6,4.2,4.2,5.0,2.2,3.8,5
881f1d4b0bfffff,2.7,2.5,1.8,2.0,2.3,2.8,1.7,3.0,1.7,2.5,6
881f1d4b19fffff,1.2,3.7,1.2,1.0,3.1,4.0,3.3,5.0,1.0,4.8,13
881f1d4b39fffff,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1
881f1d4b3bfffff,1.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,1.0,1
881f1d4b55fffff,1.6,2.8,1.6,1.0,2.6,3.9,3.0,5.0,1.2,3.7,9
881f1d4b57fffff,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,1
881f1d4b5dfffff,1.0,3.8,1.2,1.0,3.5,4.0,1.5,5.0,1.2,2.2,4
881f1d4b63fffff,2.0,3.4,2.0,1.0,3.0,4.6,3.6,5.0,1.0,4.4,9
881f1d4b6bfffff,3.1,3.0,1.0,1.7,1.4,2.1,2.3,5.0,1.1,3.1,7
881f1d4c15fffff,4.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1
881f1d4c21fffff,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,1
881f1d4c37fffff,2.3,2.8,2.2,2.2,1.7,4.0,2.2,5.0,2.0,2.3,6
881f1d4c61fffff,2.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1
881f1d4c81fffff,2.5,2.2,4.0,3.5,1.8,4.2,3.2,4.0,2.8,3.0,4
881f1d4d01fffff,1.9,2.9,1.4,1.7,2.6,4.5,2.3,5.0,1.1,2.2,18
881f1d4d03fffff,2.2,2.5,3.3,2.2,1.7,4.0,3.3,4.0,2.3,3.0,6
881f1d4d05fffff,1.0,4.5,1.0,1.0,4.0,4.0,4.5,5.0,4.0,2.5,2
881f1d4d09fffff,2.7,3.3,1.4,1.6,2.7,4.1,3.8,4.9,1.1,2.9,34
881f1d4d0bfffff,1.8,3.8,2.2,1.2,2.6,4.0,3.8,4.8,1.0,1.8,5
881f1d4d0dfffff,2.1,3.7,1.5,1.4,2.5,4.4,3.0,4.8,1.2,3.3,15
881f1d4d11fffff,2.7,3.1,2.6,1.7,2.2,4.4,4.0,5.0,1.0,1.7,9
881f1d4d13fffff,1.4,3.2,1.0,1.0,1.8,4.9,4.7,5.0,1.0,5.0,9
881f1d4d15fffff,5.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,1
881f1d4d17fffff,2.9,3.3,1.9,2.3,3.0,3.9,3.6,5.0,1.2,2.8,9
881f1d4d21fffff,2.4,3.6,2.0,2.0,3.2,3.9,3.1,5.0,1.8,3.0,8
881f1d4d25fffff,2.6,3.3,1.0,1.4,2.9,3.6,3.3,4.7,1.6,3.0,7
881f1d4d27fffff,2.2,3.5,2.5,1.8,3.0,3.8,2.8,4.0,1.5,3.0,4
881f1d4d29fffff,2.6,2.5,2.5,1.9,2.2,3.2,2.8,4.8,1.5,2.2,13
881f1d4d2bfffff,1.0,4.0,1.0,1.0,4.0,3.5,4.0,5.0,1.0,3.5,2
881f1d4d2dfffff,2.5,3.2,1.8,2.4,2.6,4.0,3.5,4.2,1.5,2.6,11
881f1d4d31fffff,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,1
881f1d4d39fffff,2.5,3.0,1.5,1.5,3.0,3.0,3.0,4.0,1.0,3.5,2
881f1d4d3dfffff,2.7,2.9,3.0,2.9,2.7,3.9,3.2,3.7,2.2,3.2,9
881f1d4d41fffff,1.7,4.7,1.0,1.0,2.3,4.0,2.7,5.0,1.0,1.3,3
881f1d4d43fffff,1.4,4.2,1.0,1.0,3.2,4.8,3.4,5.0,1.0,2.4,5
881f1d4d45fffff,2.3,3.8,1.5,1.2,2.5,4.8,4.7,5.0,1.0,2.3,6
