hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
881f18b01bfffff,1.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,1
881f18b021fffff,3.0,4.0,1.3,2.7,2.3,4.0,3.0,5.0,1.0,4.0,3
881f18b025fffff,3.0,3.0,1.0,1.5,2.0,5.0,4.0,5.0,1.0,5.0,2
881f18b027fffff,2.7,3.8,1.2,1.3,3.3,4.4,4.1,4.7,1.3,4.6,10
881f18b029fffff,2.8,2.2,2.8,1.8,1.8,4.5,3.8,4.8,1.0,4.2,6
881f18b035fffff,1.0,3.5,2.5,1.0,1.0,4.5,3.5,5.0,1.0,5.0,2
881f18b041fffff,2.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,1
881f18b045fffff,2.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,1
881f18b049fffff,2.4,3.8,1.0,1.8,2.6,4.5,3.6,5.0,1.1,2.3,12
881f18b04bfffff,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,4.0,1
881f18b04dfffff,2.0,4.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,4.0,1
881f18b053fffff,2.0,4.0,1.5,1.0,3.5,4.0,2.0,4.5,1.0,4.5,2
881f18b057fffff,2.1,3.1,2.1,1.0,3.2,3.3,2.8,4.8,1.2,4.2,17
881f18b05bfffff,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0,5.0,1
881f18b083fffff,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,1
881f18b0bbfffff,1.0,4.5,1.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,2
881f18b0c7fffff,1.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,1
881f18b0cbfffff,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1
881f18b0d1fffff,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1
881f18b0d3fffff,3.5,3.0,1.5,3.0,3.0,3.0,4.0,5.0,2.5,4.5,2
881f18b0dbfffff,2.9,3.4,1.4,2.2,2.7,3.1,2.9,4.2,1.6,2.8,10
881f18b0ebfffff,2.3,4.0,1.0,1.0,3.3,4.0,3.0,5.0,1.3,4.0,3
881f18b119fffff,2.4,3.1,2.4,2.2,2.8,3.3,3.5,4.0,2.4,2.4,10
881f18b1c9fffff,1.3,3.3,3.7,1.0,1.3,4.7,4.0,5.0,2.3,5.0,3
881f18b1cdfffff,2.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,5.0,1
881f18b205fffff,2.7,2.7,3.1,2.0,2.4,3.3,1.9,3.1,1.6,4.0,7
881f18b207fffff,3.0,2.0,2.0,2.0,3.5,3.0,2.0,3.0,3.5,2.5,2
881f18b209fffff,1.5,4.0,1.0,1.0,4.0,4.0,4.5,4.0,3.0,1.0,2
881f18b20dfffff,3.3,1.7,2.3,2.0,2.0,2.3,3.0,3.3,1.7,3.0,3
881f18b211fffff,2.5,3.0,1.0,2.0,3.0,1.5,2.0,3.0,2.0,2.0,2
881f18b213fffff,2.3,3.2,1.4,2.0,2.7,3.2,3.0,3.7,1.5,2.6,24
881f18b215fffff,2.6,4.4,1.9,1.1,2.2,4.9,5.0,5.0,1.0,3.1,9
881f18b217fffff,3.6,3.5,2.4,2.7,2.3,3.5,3.7,3.8,2.4,1.7,12
881f18b219fffff,1.5,3.6,2.2,1.0,2.8,3.7,3.4,4.4,1.9,2.8,21
881f18b21bfffff,2.9,2.9,1.5,2.4,2.6,3.3,4.0,4.6,2.6,2.8,15
881f18b21dfffff,3.0,3.1,2.1,2.0,2.6,4.1,3.9,4.4,1.4,3.0,7
881f18b221fffff,2.5,3.9,1.5,2.4,2.5,4.0,3.6,4.8,1.1,3.2,8
881f18b225fffff,3.2,3.8,2.0,1.5,2.8,5.0,4.2,5.0,1.0,5.0,4
881f18b229fffff,2.5,3.4,2.2,1.9,2.4,4.3,3.3,4.8,1.6,3.9,11
881f18b22bfffff,2.6,3.8,1.8,1.0,2.6,4.2,3.6,5.0,1.8,3.8,5
881f18b22dfffff,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,5.0,1
881f18b241fffff,2.1,3.5,1.6,1.2,2.8,3.6,2.8,4.8,1.5,2.5,29
881f18b243fffff,2.6,3.8,1.6,1.4,3.1,3.9,3.8,4.8,2.1,3.3,36
881f18b245fffff,2.4,3.5,1.4,1.5,2.8,3.9,3.4,4.1,2.6,2.4,14
881f18b247fffff,1.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,1.0,1
881f18b249fffff,2.1,3.3,1.6,1.6,2.9,2.5,2.8,4.2,2.1,2.2,10
881f18b24bfffff,2.3,3.6,1.6,2.0,2.7,3.2,2.6,4.2,1.7,2.4,29
881f18b24dfffff,2.9,2.7,2.6,1.3,2.7,3.4,2.9,4.2,1.7,2.6,10
881f18b251fffff,2.9,3.1,1.1,1.7,2.7,2.7,2.7,4.3,2.1,1.7,7
881f18b253fffff,2.0,3.5,2.1,1.4,2.8,3.7,3.2,4.7,1.5,2.7,24
881f18b255fffff,3.7,4.0,1.0,1.3,2.0,3.7,3.0,4.0,4.3,2.3,3
881f18b257fffff,1.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,1
881f18b259fffff,2.5,4.0,1.5,2.5,4.0,1.5,3.0,4.5,3.0,1.0,2
881f18b25bfffff,2.0,3.4,1.6,1.7,2.7,3.6,3.9,4.2,2.4,2.5,11
881f18b25dfffff,1.9,3.0,1.8,1.1,2.2,3.7,2.4,4.9,1.3,3.3,16
881f18b261fffff,2.9,2.9,1.9,1.5,2.1,2.0,2.3,3.7,2.2,2.2,14
881f18b263fffff,2.5,3.0,1.5,1.0,3.0,3.0,3.0,5.0,2.5,2.0,2
881f18b265fffff,3.0,4.0,1.0,2.0,3.0,3.5,3.0,4.5,2.5,3.0,2
881f18b267fffff,1.0,3.0,1.0,1.0,3.2,4.6,4.0,5.0,1.0,2.6,5
881f18b269fffff,2.0,3.9,1.2,1.2,3.0,3.6,3.8,4.7,1.8,2.3,18
881f18b26bfffff,2.4,3.2,1.6,1.4,2.6,1.8,2.1,4.2,2.0,1.5,13
881f18b26dfffff,1.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,5.0,1
881f18b281fffff,2.0,4.0,2.0,2.2,3.0,4.8,4.0,5.0,1.0,3.5,4
881f18b295fffff,1.3,3.8,1.3,1.9,2.6,3.9,3.1,5.0,1.3,3.3,9
881f18b2a5fffff,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1
881f18b2a7fffff,1.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,1
881f18b2adfffff,1.8,3.4,2.0,1.8,3.0,4.0,3.2,4.2,1.4,4.0,5
881f18b2b5fffff,2.0,4.8,1.0,1.0,1.5,4.5,5.0,5.0,1.0,4.0,4
881f18b2c3fffff,3.3,2.6,2.5,2.2,2.4,2.8,3.0,3.8,1.4,2.5,12
881f18b2c5fffff,2.0,3.0,1.0,1.2,2.8,2.0,2.0,3.5,2.2,2.5,4
881f18b2c7fffff,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1
881f18b2c9fffff,2.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1
881f18b2e1fffff,4.0,3.0,2.5,1.0,1.0,3.0,2.0,5.0,1.0,1.0,2
881f18b2e7fffff,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1
881f18b2e9fffff,1.6,4.0,1.0,1.2,3.2,4.2,2.8,4.4,1.2,3.6,5
881f18b301fffff,1.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,1
881f18b303fffff,2.0,4.0,1.0,1.0,1.7,,,5.0,1.0,,3
881f18b305fffff,1.1,4.3,1.0,1.0,3.7,4.4,4.4,5.0,1.1,4.3,14
881f18b307fffff,2.2,3.2,2.0,1.7,3.7,2.5,2.7,3.8,2.5,2.8,6
881f18b309fffff,2.0,3.2,3.0,2.2,3.3,2.0,2.7,4.7,1.0,3.4,9
881f18b30bfffff,2.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,4.0,1
881f18b30dfffff,2.6,2.6,1.4,2.0,2.8,3.4,3.8,4.8,1.8,3.4,5
881f18b311fffff,3.5,3.0,2.5,2.0,3.0,3.0,4.0,3.5,2.5,3.0,2
881f18b313fffff,3.0,2.1,2.8,2.6,1.8,3.1,2.1,4.0,2.0,3.0,12
881f18b31bfffff,2.2,3.8,1.8,2.0,3.0,3.8,4.4,4.6,1.4,1.4,5
881f18b31dfffff,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,1
881f18b321fffff,3.2,4.0,1.8,2.2,2.2,4.8,4.2,5.0,1.5,4.0,4
881f18b335fffff,1.5,2.2,4.8,1.7,1.8,2.9,1.9,3.9,1.4,4.0,13
881f18b337fffff,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,1
881f18b341fffff,2.5,3.5,1.5,1.0,3.5,2.0,2.5,4.5,3.0,2.5,2
881f18b343fffff,2.3,3.2,1.7,1.5,2.8,3.6,3.0,4.3,1.6,3.8,16
881f18b345fffff,1.0,4.0,1.0,1.5,3.0,3.5,3.0,4.0,1.5,2.5,2
881f18b347fffff,2.2,2.7,3.3,2.3,2.2,3.4,2.8,4.8,1.3,3.0,12
881f18b349fffff,2.7,3.8,1.3,1.3,3.5,4.8,4.5,5.0,1.2,4.5,6
881f18b34bfffff,2.9,3.2,2.2,2.1,2.8,2.8,3.0,4.2,2.8,3.1,16
881f18b34dfffff,3.0,3.4,2.4,1.8,3.0,2.4,2.4,4.4,2.4,2.6,5
881f18b351fffff,2.1,4.0,1.0,1.2,3.4,3.3,2.7,4.9,1.2,2.8,9
881f18b355fffff,1.0,5.0,1.0,1.0,2.5,4.0,4.0,5.0,1.5,4.0,2
881f18b357fffff,2.0,4.4,1.2,1.0,2.5,4.3,2.5,4.9,1.3,3.3,11
881f18b359fffff,1.4,2.9,1.2,1.0,2.9,4.1,3.2,4.9,1.3,4.3,26
881f18b35bfffff,1.5,4.0,1.5,1.5,2.5,5.0,4.0,4.5,1.0,5.0,2
881f18b35dfffff,3.5,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.5,2.5,2
881f18b36bfffff,2.3,3.8,1.8,2.6,3.4,4.3,4.0,4.9,1.1,4.6,9
881f18b36dfffff,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1
881f18b403fffff,1.0,4.5,2.5,1.0,3.5,5.0,4.5,5.0,1.0,4.0,2
881f18b415fffff,2.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,1.0,4.0,1
881f18b42dfffff,2.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,1
881f18b445fffff,1.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,2
881f18b451fffff,1.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,1
881f18b469fffff,1.6,3.1,1.2,1.2,3.2,5.0,4.4,5.0,1.0,5.0,8
881f18b555fffff,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,1
881f18b707fffff,1.0,5.0,1.0,1.0,4.0,5.0,2.0,5.0,1.0,5.0,1
881f18b70dfffff,1.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,1
881f18b713fffff,2.3,3.7,1.4,1.2,3.0,4.3,4.3,4.8,1.2,3.9,12
881f18b717fffff,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1
881f18b71bfffff,2.7,4.0,1.0,1.3,3.0,4.0,3.7,4.7,1.7,4.3,3
881f18b71dfffff,3.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,1
881f18b727fffff,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,1
881f18b72dfffff,2.8,3.5,2.0,1.5,3.0,3.2,3.0,4.0,2.5,2.0,4
881f18b739fffff,2.7,4.0,2.3,1.0,3.7,5.0,4.3,4.3,1.0,4.7,3
881f18b749fffff,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1
881f18b74dfffff,2.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,1
881f18b765fffff,5.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,3.0,3.0,1
881f18b769fffff,2.3,3.7,1.1,1.5,2.8,3.8,3.8,4.8,1.0,4.0,13
881f18b76dfffff,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1
881f1d40a9fffff,2.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1
881f1d40bdfffff,3.5,3.0,1.5,3.0,2.5,3.5,3.5,5.0,1.5,2.0,2
881f1d4101fffff,2.0,4.0,1.5,1.0,3.5,5.0,4.0,5.0,1.0,5.0,2
881f1d4115fffff,5.0,3.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,1
881f1d4121fffff,2.5,3.3,1.8,1.7,2.0,3.0,1.8,4.7,1.3,3.7,6
881f1d4123fffff,4.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1
881f1d4131fffff,1.7,3.2,1.0,1.0,2.8,2.7,2.5,5.0,1.0,2.8,6
881f1d4137fffff,4.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,1
881f1d4163fffff,3.7,2.7,1.3,1.0,3.0,3.0,2.3,3.7,2.0,3.7,3
881f1d4187fffff,2.2,3.2,1.0,1.6,3.0,3.6,3.4,4.0,1.4,3.2,5
881f1d4193fffff,2.0,3.2,1.0,1.8,2.0,4.8,3.2,5.0,1.2,3.5,4
881f1d4197fffff,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,1
881f1d41b7fffff,3.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,1
881f1d41b9fffff,2.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,1
881f1d41bbfffff,2.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1
881f1d41e3fffff,2.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,1
881f1d4803fffff,3.0,4.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,1
881f1d480dfffff,3.1,2.5,2.0,2.4,3.2,2.1,1.6,4.4,1.8,2.1,8
881f1d4813fffff,3.7,2.7,2.7,2.7,1.3,4.0,3.0,4.3,1.3,3.7,3
881f1d4817fffff,2.5,4.0,1.8,2.0,2.5,3.2,3.2,3.8,3.0,2.0,4
881f1d4819fffff,2.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,4.0,1
881f1d481bfffff,2.5,3.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,2
881f1d4821fffff,1.0,2.0,3.0,1.0,3.5,2.0,1.0,3.0,1.0,3.5,2
881f1d4823fffff,2.7,3.1,2.2,1.8,3.3,3.3,3.4,4.6,1.8,3.3,16
881f1d4825fffff,1.5,3.6,1.4,1.1,2.6,4.1,3.0,4.8,1.0,4.2,18
881f1d4827fffff,2.3,3.2,1.7,2.1,3.0,4.8,4.3,4.6,1.2,4.1,10
881f1d4831fffff,2.1,3.8,1.4,1.0,2.8,3.3,3.1,4.4,2.0,2.9,9
881f1d4833fffff,2.4,3.4,1.6,1.5,3.2,3.4,3.2,4.8,1.5,3.2,12
881f1d4835fffff,2.2,3.4,1.8,1.6,2.8,3.2,3.0,4.8,1.3,2.6,19
881f1d4837fffff,1.8,3.9,1.2,1.1,3.2,4.1,3.6,4.8,1.3,3.1,41
881f1d4839fffff,1.5,4.0,1.0,1.0,3.5,3.0,3.0,4.5,1.5,3.0,2
881f1d483dfffff,1.7,4.0,1.0,1.1,3.1,4.3,4.1,4.9,1.0,3.6,7
881f1d4845fffff,2.8,3.2,1.2,1.0,3.0,4.2,4.8,5.0,1.2,4.0,4
881f1d4847fffff,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,1
881f1d484dfffff,3.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,1
881f1d4865fffff,2.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,1
881f1d4869fffff,3.0,4.5,1.0,2.5,3.5,1.5,4.0,4.0,1.0,2.0,2
881f1d4881fffff,2.7,3.5,1.5,1.5,3.0,2.9,2.9,4.4,2.1,2.4,66
881f1d4883fffff,2.2,3.6,1.5,1.4,3.3,3.0,2.9,4.5,2.1,2.1,34
881f1d4885fffff,2.8,3.2,1.6,1.4,2.2,3.7,2.9,4.9,1.3,2.4,16
881f1d4887fffff,1.0,5.0,1.0,1.0,3.5,3.0,3.5,4.5,3.0,2.5,2
881f1d4889fffff,2.0,4.4,1.0,1.2,2.8,3.4,3.2,5.0,1.6,3.6,5
881f1d488bfffff,2.2,3.1,1.7,1.6,3.0,2.7,3.2,4.5,2.0,2.3,57
881f1d488dfffff,2.0,4.3,1.2,1.2,4.2,2.4,3.2,3.8,2.4,2.6,6
881f1d4891fffff,2.5,3.2,1.7,1.5,3.1,2.2,3.0,4.6,2.0,1.4,17
881f1d4893fffff,3.0,3.5,2.0,1.0,1.2,3.5,3.8,4.0,2.0,2.2,4
881f1d4895fffff,2.6,3.2,1.7,1.7,3.2,3.4,3.5,4.4,2.1,2.3,38
881f1d4897fffff,3.0,3.1,2.0,2.0,3.0,2.8,2.3,4.3,2.0,1.8,21
881f1d4899fffff,2.1,3.6,1.4,1.4,2.9,3.2,3.1,4.7,1.6,2.9,21
881f1d489bfffff,2.2,3.4,1.8,2.2,2.4,4.2,3.8,4.8,1.4,3.4,12
881f1d489dfffff,2.7,3.4,2.0,1.8,3.0,3.6,4.1,4.8,2.0,3.4,31
881f1d48a1fffff,2.3,3.6,1.3,1.9,3.3,3.7,3.6,4.7,1.9,3.1,7
881f1d48a3fffff,2.3,3.3,1.5,1.5,2.9,3.3,3.3,4.6,1.6,2.9,37
881f1d48a5fffff,1.8,3.2,1.7,1.3,3.6,4.0,3.9,4.6,1.7,2.8,29
881f1d48a7fffff,2.2,3.4,1.9,1.7,3.3,3.0,3.0,4.6,1.4,1.9,22
881f1d48a9fffff,1.5,4.0,1.0,1.0,4.0,4.0,4.0,5.0,2.5,3.0,2
881f1d48abfffff,1.4,4.2,1.6,1.2,3.8,4.0,4.0,4.4,2.0,3.0,5
881f1d48adfffff,2.4,3.5,1.9,1.5,3.2,3.2,3.6,4.8,2.2,3.0,8
881f1d48b1fffff,2.3,3.2,2.1,2.2,2.8,2.8,2.9,4.4,2.6,1.7,12
881f1d48b3fffff,1.4,3.4,1.3,1.4,2.9,3.4,3.0,4.6,1.6,2.4,21
881f1d48b5fffff,3.1,3.3,1.3,1.5,2.8,1.5,1.9,4.4,2.5,2.1,10
881f1d48b7fffff,2.0,3.4,1.6,1.0,2.0,3.5,3.6,4.9,1.1,2.5,10
881f1d48b9fffff,2.7,3.3,1.5,1.4,3.1,2.3,2.6,4.4,2.2,1.4,23
881f1d48bbfffff,2.8,2.6,1.5,1.6,2.4,2.6,2.8,4.6,1.7,1.4,10
881f1d48bdfffff,2.6,3.2,1.6,1.8,2.7,1.8,2.5,4.1,3.2,1.9,17
881f1d48c1fffff,1.9,3.5,1.9,1.9,2.3,4.2,3.2,4.8,1.4,3.1,23
881f1d48c3fffff,3.3,3.1,1.3,1.0,3.7,2.4,2.7,4.6,1.4,2.3,7
881f1d48c5fffff,2.7,3.5,1.4,1.8,2.6,4.3,4.1,4.7,1.3,3.3,11
881f1d48c7fffff,2.7,3.2,2.7,2.7,1.9,4.3,4.2,4.5,1.2,3.5,13
881f1d48c9fffff,2.3,3.5,1.7,1.3,3.2,3.1,3.4,4.3,1.7,2.7,19
881f1d48cbfffff,2.2,4.6,1.1,1.1,3.2,4.4,3.7,4.7,1.4,3.7,19
881f1d48cdfffff,2.8,3.2,1.7,1.5,2.7,2.3,2.6,4.4,1.7,2.4,38
881f1d48d1fffff,2.8,3.2,1.8,1.0,2.6,3.7,2.0,4.8,1.6,2.3,20
881f1d48d3fffff,2.1,3.4,1.4,1.1,3.3,3.9,3.5,4.8,1.6,3.5,16
881f1d48d5fffff,2.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,1
881f1d48d7fffff,2.3,3.3,2.4,1.6,2.8,3.7,3.2,4.6,1.2,2.5,61
881f1d48d9fffff,2.7,3.3,1.8,1.5,3.0,3.0,2.7,3.8,3.0,2.6,23
881f1d48dbfffff,2.4,3.7,1.9,1.6,3.3,3.2,3.7,4.7,1.4,3.1,19
881f1d48ddfffff,1.6,4.4,1.1,1.1,3.6,3.2,3.2,4.9,1.4,3.0,7
881f1d48e1fffff,2.1,3.5,1.8,1.5,2.8,4.4,3.8,4.9,1.2,3.6,18
881f1d48e3fffff,2.5,3.6,1.7,1.3,2.8,3.3,2.8,4.8,1.6,2.5,11
881f1d48e5fffff,2.4,3.4,1.7,1.6,3.4,2.9,2.7,4.6,1.7,2.3,23
881f1d48e7fffff,2.2,3.3,1.6,1.4,3.0,3.6,3.3,4.4,2.1,3.8,18
881f1d48e9fffff,2.7,3.1,2.6,1.5,2.7,3.5,3.1,4.5,1.9,2.3,15
881f1d48ebfffff,2.6,2.6,2.0,1.8,2.4,3.0,2.3,4.5,1.4,2.5,21
881f1d48edfffff,2.1,3.8,1.6,1.7,2.9,4.0,4.0,4.8,1.1,2.9,18
881f1d4909fffff,3.7,2.7,1.3,2.8,2.8,4.7,2.7,5.0,1.2,4.5,6
881f1d4913fffff,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1
881f1d4917fffff,3.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,1.0,2.0,1
881f1d4919fffff,2.0,3.9,1.1,1.0,2.9,4.9,3.2,5.0,1.0,4.1,9
881f1d4921fffff,2.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,1.0,5.0,1
881f1d4927fffff,1.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,1
881f1d4945fffff,2.2,3.7,1.4,1.8,2.4,4.6,3.0,4.3,1.2,3.0,12
881f1d4953fffff,2.8,3.2,1.8,1.2,3.0,4.0,4.8,4.8,2.8,4.0,4
881f1d4955fffff,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,1
881f1d4961fffff,1.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,1
881f1d4983fffff,1.9,3.7,1.5,1.8,3.6,4.0,3.6,4.8,1.1,2.9,16
881f1d4985fffff,2.0,4.0,1.0,1.0,3.5,3.5,3.0,4.5,1.0,4.0,2
881f1d498bfffff,2.7,3.3,1.2,1.5,3.2,2.8,2.5,4.7,1.5,1.8,6
881f1d4991fffff,1.6,3.7,1.7,1.1,3.0,3.7,3.1,4.9,1.2,3.7,11
881f1d4993fffff,2.0,3.8,1.3,1.2,3.5,3.2,3.1,4.6,1.7,2.4,10
881f1d4995fffff,2.7,3.5,2.7,2.3,2.8,3.8,3.7,4.1,1.6,2.3,13
881f1d4997fffff,2.3,3.6,1.3,1.7,2.7,3.8,3.1,4.8,1.3,2.4,27
881f1d4999fffff,2.5,4.0,1.5,2.5,2.0,3.5,2.5,4.5,1.0,2.5,2
881f1d499bfffff,1.8,4.1,1.3,1.1,3.2,3.7,3.5,4.9,1.5,3.5,16
881f1d499dfffff,2.1,3.3,1.3,1.3,3.3,3.7,2.7,4.7,1.4,2.5,18
881f1d49a3fffff,2.5,2.8,2.8,2.2,2.9,4.4,3.6,4.5,1.0,5.0,8
